0,1,2,3,4,5,6,7
CUA,Ciudad Constitución Airport,Ciudad Constitución,Mexico,25.05380058,-111.6149979,America/Mazatlan,S
CUC,Camilo Daza International Airport,Cucuta,Colombia,7.92757,-72.5115,America/Bogota,U
CUE,Mariscal Lamar Airport,Cuenca,Ecuador,-2.88947,-78.984398,America/Guayaquil,U
CUH,Cushing Municipal Airport,Cushing,United States,35.94990158,-96.77310181,America/Chicago,A
CUM,Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,10.45033264,-64.13047028,America/Caracas,U
CUP,General Francisco Bermúdez Airport,Carupano,Venezuela,10.66001415,-63.2616806,America/Caracas,U
CUR,Hato International Airport,Willemstad,Netherlands Antilles,12.1889,-68.959801,America/Curacao,U
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,28.70289993,-105.9649963,America/Mazatlan,S
CVC,Cleve Airport,,Australia,-33.70970154,136.5050049,-,-
CVF,Courchevel Airport,Courcheval,France,45.39670181,6.634719849,Europe/Paris,E
CVJ,General Mariano Matamoros Airport,Cuernavaca,Mexico,18.83480072,-99.26129913,America/Mexico_City,S
CVN,Clovis Municipal Airport,Clovis,United States,34.42509842,-103.0790024,America/Denver,A
CVQ,Carnarvon Airport,Carnarvon,Australia,-24.880211,113.67174,Australia/Perth,O
CVT,Coventry Airport,Coventry,United Kingdom,52.36970139,-1.479719996,Europe/London,E
CWA,Central Wisconsin Airport,Wassau,United States,44.77759933,-89.66680145,America/Chicago,A
CWC,Chernivtsi International Airport,Chernovtsk,Ukraine,48.25930023,25.98080063,Europe/Kiev,E
CWI,Clinton Municipal Airport,Clinton,United States,41.83110046,-90.32910156,America/Chicago,A
CWL,Cardiff International Airport,Cardiff,United Kingdom,51.39670181,-3.343329906,Europe/London,E
CWW,Corowa Airport,,Australia,-35.99470139,146.3569946,-,-
CXB,Cox's Bazar Airport,Cox's Bazar,Bangladesh,21.45219994,91.96389771,Asia/Dhaka,U
CXI,Cassidy International Airport,Kiritimati,Kiribati,1.98616004,-157.3500061,-,U
CXL,Calexico International Airport,Calexico,United States,32.66949844,-115.5130005,America/Los_Angeles,A
CXP,Tunggul Wulung Airport,Cilacap,Indonesia,-7.645060062,109.0339966,Asia/Jakarta,N
CYA,Les Cayes Airport,Cayes,Haiti,18.27109909,-73.78829956,America/Port-au-Prince,U
CYF,Chefornak Airport,Chefornak,United States,60.14920044,-164.2859955,America/Anchorage,A
CYI,Chiayi Airport,Chiayi,Taiwan,23.46179962,120.3929977,Asia/Taipei,U
CYP,Calbayog Airport,Calbayog City,Philippines,12.07269955,124.5449982,Asia/Manila,N
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965,America/Denver,A
CYU,Cuyo Airport,Cuyo,Philippines,10.85809994,121.0690002,Asia/Manila,N
CYX,Cherskiy Airport,Cherskiy,Russia,68.74060059,161.3379974,Asia/Srednekolymsk,N
CZA,Chichen Itza International Airport,Chichen Itza,Mexico,20.6413002,-88.44619751,America/Mexico_City,S
CZF,Cape Romanzof LRRS Airport,Cape Romanzof,United States,61.78030014,-166.0390015,America/Anchorage,A
CZM,Cozumel International Airport,Cozumel,Mexico,20.5223999,-86.92559814,America/Cancun,S
CZU,Las Brujas Airport,Corozal,Colombia,9.33274,-75.2856,America/Bogota,U
DAA,Davison Army Air Field,Fort Belvoir,United States,38.71500015,-77.18099976,-,-
DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,23.843347,90.397783,Asia/Dhaka,U
DAG,Barstow Daggett Airport,Daggett,United States,34.85369873,-116.7870026,-,-
DAM,Damascus International Airport,Damascus,Syria,33.41149902,36.5155983,Asia/Damascus,E
DAR,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.87811,39.202599,Africa/Dar_es_Salaam,U
DAU,Daru Airport,Daru,Papua New Guinea,-9.086759567,143.2079926,Pacific/Port_Moresby,U
DAX,Dachuan Airport,Dazhou,China,31.1302,107.4295,Asia/Shanghai,U
DBA,Dalbandin Airport,Dalbandin,Pakistan,28.87829971,64.39980316,Asia/Karachi,N
DBC,Baicheng Chang'an Airport,Baicheng,China,45.505278,123.019722,-,N
DBM,Debra Marcos Airport,Debre Marqos,Ethiopia,10.35000038,37.71699905,Africa/Addis_Ababa,U
DBO,Dubbo City Regional Airport,Dubbo,Australia,-32.21670151,148.5749969,Australia/Sydney,O
DBT,Debre Tabor Airport,Debre Tabor,Ethiopia,11.96700001,38.0,Africa/Addis_Ababa,U
DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,America/New_York,A
DCI,Decimomannu Air Base,Decimomannu,Italy,39.354198,8.97248,Europe/Rome,E
DCN,RAAF Base Curtin,Derby,Australia,-17.58139992,123.8280029,-,N
DCU,Pryor Field Regional Airport,Decatur,United States,34.65269852,-86.94539642,-,A
DDC,Dodge City Regional Airport,Dodge City,United States,37.76340103,-99.96559906,America/Chicago,A
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,29.96100044,70.48590088,Asia/Karachi,N
DEC,Decatur Airport,Decatur,United States,39.83459854,-88.86569977,America/Chicago,A
DEE,Mendeleyevo Airport,Yuzhno-Kurilsk,Russia,43.95840073,145.6829987,-,N
DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Asia/Calcutta,N
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,America/Denver,A
DET,Coleman A. Young Municipal Airport,Detroit,United States,42.40919876,-83.00990295,America/New_York,A
DEZ,Deir ez-Zor Air Base,Deire Zor,Syria,35.2854,40.175999,Asia/Damascus,E
DGE,Mudgee Airport,Mudgee,Australia,-32.5625,149.6109924,Australia/Sydney,O
DGO,General Guadalupe Victoria International Airport,Durango,Mexico,24.12420082,-104.5279999,America/Mexico_City,S
DGT,Sibulan Airport,Dumaguete,Philippines,9.333709717,123.3000031,Asia/Manila,N
DHF,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,24.24819946,54.54769897,Asia/Dubai,U
DHM,Kangra Airport,Kangra,India,32.1651001,76.26339722,Asia/Calcutta,N
DHR,De Kooy Airport,De Kooy,Netherlands,52.92340088,4.780620098,Europe/Amsterdam,E
DIA,Doha International Airport,Doha,Qatar,25.261101,51.565102,Asia/Qatar,U
DIE,Arrachart Airport,Antsiranana,Madagascar,-12.34939957,49.29169846,Indian/Antananarivo,U
DIJ,Dijon-Bourgogne Airport,Dijon,France,47.268902,5.09,Europe/Paris,E
DIL,Presidente Nicolau Lobato International Airport,Dili,East Timor,-8.54640007,125.526001,Asia/Dili,U
DIQ,Brigadeiro Cabral Airport,Divinopolis,Brazil,-20.1807003,-44.8708992,-,S
DIS,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),-4.20635,12.6599,Africa/Brazzaville,N
DIY,Diyarbakir Airport,Diyabakir,Turkey,37.89390183,40.20100021,Europe/Istanbul,E
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003,Africa/Tunis,E
DJJ,Sentani International Airport,Jayapura,Indonesia,-2.576950073,140.5160065,Asia/Jayapura,N
DKI,Dunk Island Airport,Dunk Island,Australia,-17.94169998,146.1399994,Australia/Brisbane,U
DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,14.73970032,-17.49020004,Africa/Dakar,N
DKV,Docker River Airport,Docker River,Australia,-24.86000061,129.0700073,-,N
DLC,Zhoushuizi Airport,Dalian,China,38.96569824,121.5390015,Asia/Shanghai,U
DLE,Dole-Tavaux Airport,Dole,France,47.042686,5.435063,Europe/Paris,E
DLG,Dillingham Airport,Dillingham,United States,59.04470062,-158.5050049,America/Anchorage,A
DLI,Lien Khuong Airport,Dalat,Vietnam,11.75,108.366997,Asia/Saigon,U
DLM,Dalaman International Airport,Dalaman,Turkey,36.71310043,28.79249954,Europe/Istanbul,E
DLU,Dali Airport,Dali,China,25.649401,100.319,Asia/Shanghai,U
DLZ,Dalanzadgad Airport,Dalanzadgad,Mongolia,43.59170151,104.4300003,Asia/Ulaanbaatar,U
DMB,Taraz Airport,Dzhambul,Kazakhstan,42.85359955,71.3035965,Asia/Qyzylorda,U
DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,Europe/Moscow,N
DMM,King Fahd International Airport,Dammam,Saudi Arabia,26.47120094,49.79790115,Asia/Riyadh,U
DMT,Diamantino Airport,Diamantino,Brazil,-14.37689972,-56.40039825,America/Campo_Grande,S
DNA,Kadena Air Base,Kadena,Japan,26.3556,127.767998,Asia/Tokyo,U
DNH,Dunhuang Airport,Dunhuang,China,40.16109848,94.80919647,Asia/Shanghai,U
DNL,Daniel Field,Augusta,United States,33.46649933,-82.03939819,America/New_York,A
DNP,Tulsipur Airport,Dang,Nepal,28.11109924,82.29419708,Asia/Katmandu,N
DNR,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,48.58769989,-2.079960108,Europe/Paris,E
DNZ,Çardak Airport,Denizli,Turkey,37.78559875,29.70129967,Europe/Istanbul,E
DOD,Dodoma Airport,Dodoma,Tanzania,-6.170440197,35.75260162,Africa/Dar_es_Salaam,U
DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,-,N
DOL,Deauville-Saint-Gatien Airport,Deauville,France,49.36529922,0.154305995,Europe/Paris,E
DOP,Dolpa Airport,Dolpa,Nepal,28.98570061,82.81909943,Asia/Katmandu,N
DOV,Dover Air Force Base,Dover,United States,39.12950134,-75.46600342,America/New_York,A
DPA,Dupage Airport,West Chicago,United States,41.90779877,-88.24859619,America/Chicago,A
DPO,Devonport Airport,Devonport,Australia,-41.16970062,146.4299927,Australia/Melbourne,O
DQA,Saertu Airport,Daqing,China,46.74638889,125.1405556,Asia/Shanghai,N
DRA,Desert Rock Airport,Mercury,United States,36.6194,-116.032997,-,-
DRE,Drummond Island Airport,Drummond Island,United States,46.00930023,-83.74389648,America/New_York,A
DRI,Beauregard Regional Airport,Deridder,United States,30.83169937,-93.33989716,America/Chicago,A
DRK,Drake Bay Airport,Puntarenas,Costa Rica,8.71889019,-83.64170074,America/Costa_Rica,N
DRO,Durango La Plata County Airport,Durango,United States,37.1515007,-107.7539978,America/Denver,A
DRT,Del Rio International Airport,Del Rio,United States,29.37420082,-100.927002,America/Chicago,A
DRW,Darwin International Airport,Darwin,Australia,-12.41469955,130.8769989,Australia/Darwin,N
DSD,La Désirade Airport,Grande Anse,Guadeloupe,16.296902,-61.0844,America/Guadeloupe,U
DSI,Destin Executive Airport,Destin,United States,30.40010071,-86.47149658,America/Chicago,A
DSM,Des Moines International Airport,Des Moines,United States,41.5340004,-93.6631012,America/Chicago,A
DSO,Sondok Airport,Hamhung,North Korea,39.745201,127.473999,Asia/Pyongyang,U
DTA,Delta Municipal Airport,Delta,United States,39.38059998,-112.5080032,America/Denver,A
DTD,Datadawai Airport,Datadawai-Borneo Island,Indonesia,0.8106,114.5306,Asia/Makassar,N
DTI,Diamantina Airport,Diamantina,Brazil,-18.23200035,-43.65039825,America/Sao_Paulo,S
DTN,Shreveport Downtown Airport,Shreveport,United States,32.54019928,-93.74500275,America/Chicago,A
DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,America/New_York,A
DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,Europe/Dublin,E
DUD,Dunedin Airport,Dunedin,New Zealand,-45.92810059,170.197998,Pacific/Auckland,Z
DUG,Bisbee Douglas International Airport,Douglas,United States,31.46899986,-109.6039963,America/Phoenix,A
DUM,Pinang Kampai Airport,Dumai,Indonesia,1.60919,101.433998,Asia/Jakarta,N
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,Europe/Berlin,E
DVL,Devils Lake Regional Airport,Devils Lake,United States,48.11420059,-98.90879822,America/Chicago,A
DVT,Phoenix Deer Valley Airport,Phoenix ,United States,33.68830109,-112.0830002,America/Phoenix,A
DWB,Soalala Airport,Soalala,Madagascar,-16.10169,45.358837,Indian/Antananarivo,U
DWD,King Salman Abdulaziz Airport,,Saudi Arabia,24.4499,44.121201,-,-
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,Asia/Dubai,U
DYA,Dysart Airport,,Australia,-22.62220001,148.3639984,-,-
DYL,Doylestown Airport,Doylestown,United States,40.33300018,-75.12229919,America/New_York,A
DYS,Dyess Air Force Base,Abilene,United States,32.42079926,-99.854599,America/Chicago,A
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,-12.8046999,45.28110123,Indian/Mayotte,U
DZO,Santa Bernardina International Airport,Durazno,Uruguay,-33.35889816,-56.49919891,America/Montevideo,S
EAE,Siwo Airport,Sangafa,Vanuatu,-17.09029961,168.3430023,Pacific/Efate,U
EAS,San Sebastian Airport,San Sebastian,Spain,43.35649872,-1.790609956,Europe/Madrid,E
EAU,Chippewa Valley Regional Airport,Eau Claire,United States,44.86579895,-91.48429871,America/Chicago,A
EBB,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501,Africa/Kampala,U
EBG,El Bagre Airport,El Bagre,Colombia,7.59647,-74.8089,America/Bogota,U
EBJ,Esbjerg Airport,Esbjerg,Denmark,55.525902,8.5534,Europe/Copenhagen,E
EBM,El Borma Airport,El Borma,Tunisia,31.70429993,9.254619598,Africa/Tunis,E
ECA,Iosco County Airport,East Tawas,United States,44.312801,-83.422302,America/New_York,A
ECH,Echuca Airport,,Australia,-36.15719986,144.7619934,-,-
ECN,Ercan International Airport,Nicosia,Cyprus,35.15470123,33.49610138,Asia/Nicosia,E
ECV,Cuatro Vientos Airport,Madrid,Spain,40.370701,-3.78514,-,-
EDF,Elmendorf Air Force Base,Anchorage,United States,61.25099945,-149.8070068,America/Anchorage,A
EDL,Eldoret International Airport,Eldoret,Kenya,0.404457986,35.23889923,Africa/Nairobi,U
EDO,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,39.55459976,27.01379967,Europe/Istanbul,E
EDW,Edwards Air Force Base,Edwards Afb,United States,34.905399,-117.884003,America/Los_Angeles,A
EEK,Eek Airport,Eek,United States,60.21367264,-162.0438843,America/Anchorage,A
EFD,Ellington Airport,Houston,United States,29.6072998,-95.15879822,America/Chicago,A
EFL,Kefallinia Airport,Keffallinia,Greece,38.12009811,20.50049973,Europe/Athens,E
EGE,Eagle County Regional Airport,Vail,United States,39.64260101,-106.9179993,America/Denver,A
EGI,Duke Field,Crestview,United States,30.65040016,-86.52290344,-,-
EGN,Geneina Airport,Geneina,Sudan,13.48169994,22.46719933,Africa/Khartoum,U
EGS,Egilsstaðir Airport,Egilsstadir,Iceland,65.28330231,-14.40139961,Atlantic/Reykjavik,N
EGX,Egegik Airport,Egegik,United States,58.1855011,-157.375,America/Anchorage,A
EHM,Cape Newenham LRRS Airport,Cape Newenham,United States,58.64640045,-162.0630035,America/Anchorage,A
EIE,Yeniseysk Airport,Yeniseysk,Russia,58.4742012,92.11250305,Asia/Krasnoyarsk,N
EIL,Eielson Air Force Base,Fairbanks,United States,64.66570282,-147.102005,America/Anchorage,A
EIS,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,18.44479942,-64.54299927,America/Tortola,U
EJA,Yariguíes Airport,Barrancabermeja,Colombia,7.02433,-73.8068,America/Bogota,U
EJN,Ejin Banner-Taolai Airport,Ejin Banner,China,42.0155,101.0005,-,N
EKB,Ekibastuz Airport,Ekibastuz,Kazakhstan,51.5909996,75.21499634,Asia/Qyzylorda,N
EKN,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,38.88940048,-79.85710144,America/New_York,A
EKS,Shakhtyorsk Airport,Shakhtyorsk,Russia,49.1903,142.082993,-,N
ELB,Las Flores Airport,El Banco,Colombia,9.04554,-73.9749,America/Bogota,U
ELD,South Arkansas Regional At Goodwin Field,El Dorado,United States,33.22100067,-92.81330109,America/Chicago,A
ELG,El Golea Airport,El Golea,Algeria,30.57130051,2.859590054,Africa/Algiers,N
ELI,Elim Airport,Elim,United States,64.61470032,-162.2720032,America/Anchorage,A
ELO,El Dorado Airport,El Dorado,Argentina,-26.39749908,-54.5746994,America/Cordoba,N
ELQ,Gassim Airport,Gassim,Saudi Arabia,26.30279922,43.7743988,Asia/Riyadh,U
ELT,El Tor Airport,El-tor,Egypt,28.20899963,33.64550018,Africa/Cairo,U
ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,58.19520187,-136.3470001,America/Anchorage,A
EMA,East Midlands Airport,East Midlands,United Kingdom,52.83110046,-1.328060031,Europe/London,E
EME,Emden Airport,Emden,Germany,53.391109,7.2275,Europe/Berlin,E
EML,Emmen Air Base,Emmen,Switzerland,47.092444,8.305184,Europe/Zurich,E
EMP,Emporia Municipal Airport,Kempten,Germany,38.33209991,-96.19120026,America/Chicago,E
ENA,Kenai Municipal Airport,Kenai,United States,60.57310104,-151.2449951,America/Anchorage,A
END,Vance Air Force Base,Enid,United States,36.33919907,-97.91649628,America/Chicago,A
ENF,Enontekio Airport,Enontekio,Finland,68.36260223,23.42429924,Europe/Helsinki,E
ENK,St Angelo Airport,Enniskillen,United Kingdom,54.39889908,-7.651669979,Europe/London,E
ENO,Encarnación Airport,Encarnacion,Paraguay,-27.227366,-55.837495,-,S
ENT,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,11.34070015,162.3280029,Pacific/Majuro,U
ENV,Wendover Airport,Wendover,United States,40.71870041,-114.0309982,America/Denver,A
ENY,Yan'an Ershilipu Airport,Yan'an,China,36.636902,109.554001,Asia/Shanghai,U
EOI,Eday Airport,Eday,United Kingdom,59.19060135,-2.772219896,Europe/London,E
EOR,El Dorado Airport,El Dorado,Venezuela,6.733333111,-61.58333206,America/Caracas,U
EPA,El Palomar Airport,El Palomar,Argentina,-34.6099,-58.6126,America/Buenos_Aires,N
EPR,Esperance Airport,Esperance,Australia,-33.684399,121.822998,Australia/Perth,O
EQS,Brigadier Antonio Parodi Airport,Esquel,Argentina,-42.90800095,-71.13950348,America/Catamarca,N
ERD,Berdyansk Airport,Berdyansk,Ukraine,46.81499863,36.7580986,-,E
ERG,Yerbogachen Airport,Yerbogachen,Russia,61.27500153,108.0299988,Asia/Irkutsk,N
ERI,Erie International Tom Ridge Field,Erie,United States,42.08312701,-80.17386675,America/New_York,A
ERM,Erechim Airport,Erechim,Brazil,-27.66189957,-52.2682991,America/Sao_Paulo,S
ERS,Eros Airport,Windhoek,Namibia,-22.61219978,17.08040047,Africa/Windhoek,S
ERZ,Erzurum International Airport,Erzurum,Turkey,39.95650101,41.17020035,Europe/Istanbul,E
ESC,Delta County Airport,Escanaba,United States,45.72269821,-87.09369659,America/New_York,A
ESE,Ensenada International Airport,Ensenada,Mexico,31.7953,-116.602997,America/Tijuana,S
ESG,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,-22.04999924,-60.61999893,America/Asuncion,S
ESK,Eskişehir Air Base,Eskisehir,Turkey,39.78409958,30.58209991,Europe/Istanbul,E
ESM,General Rivadeneira Airport,Esmeraldas,Ecuador,0.978519022,-79.62660217,America/Guayaquil,U
ESR,Ricardo García Posada Airport,El Salvador,Chile,-26.31110001,-69.76519775,America/Santiago,S
ESU,Mogador Airport,Essadouira,Morocco,31.39749908,-9.681670189,Africa/Casablanca,N
ETH,Eilat Airport,Elat,Israel,29.56130028,34.96009827,Asia/Jerusalem,E
ETR,Santa Rosa International Airport,Santa Rosa,Ecuador,-3.441986,-79.996957,America/Guayaquil,U
ETZ,Metz-Nancy-Lorraine Airport,Metz,France,48.98210144,6.251319885,Europe/Paris,E
EUF,Weedon Field,Eufala,United States,31.95129967,-85.12889862,America/Chicago,A
EUM,Neumünster Airport,Neumuenster,Germany,54.07944489,9.941389084,Europe/Berlin,E
EUQ,Evelio Javier Airport,San Jose,Philippines,10.76599979,121.9329987,Asia/Manila,N
EVE,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,68.49130249,16.67810059,Europe/Oslo,E
EVN,Zvartnots International Airport,Yerevan,Armenia,40.14730072,44.39590073,Asia/Yerevan,E
EVW,Evanston-Uinta County Airport-Burns Field,Evanston,United States,41.27479935,-111.0350037,America/Denver,A
EWB,New Bedford Regional Airport,New Bedford,United States,41.67610168,-70.95690155,America/New_York,A
EWN,Coastal Carolina Regional Airport,New Bern,United States,35.07300186,-77.04290009,America/New_York,A
EXT,Exeter International Airport,Exeter,United Kingdom,50.7344017,-3.413889885,Europe/London,E
EYP,El Yopal Airport,Yopal,Colombia,5.31911,-72.384,America/Bogota,U
EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358,America/Buenos_Aires,N
EZV,Berezovo Airport,Berezovo,Russia,63.92100143,65.03050232,Asia/Yekaterinburg,N
FAB,Farnborough Airport,Farnborough,United Kingdom,51.2757988,-0.776332974,Europe/London,E
FAE,Vagar Airport,Vagar,Faroe Islands,62.06359863,-7.277219772,Atlantic/Faeroe,E
FAH,Farah Airport,Farah,Afghanistan,32.36700058,62.18299866,-,N
FAJ,Diego Jimenez Torres Airport,Fajardo,Puerto Rico,18.30890083,-65.66190338,America/Puerto_Rico,U
FAO,Faro Airport,Faro,Portugal,37.01440048,-7.965909958,Europe/Lisbon,E
FAT,Fresno Yosemite International Airport,Fresno,United States,36.77619934,-119.7180023,America/Los_Angeles,A
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,34.99119949,-78.88030243,America/New_York,A
FBA,Fonte Boa Airport,Fonte Boa,Brazil,-2.53260994,-66.08319855,America/Boa_Vista,S
FBE,Francisco Beltrão Airport,Francisco Beltrao,Brazil,-26.05920029,-53.06349945,America/Sao_Paulo,S
FBK,Ladd AAF Airfield,Fort Wainwright,United States,64.83750153,-147.6139984,America/Anchorage,A
FBR,Fort Bridger Airport,Fort Bridger,United States,41.39189911,-110.4069977,America/Denver,A
FCA,Glacier Park International Airport,Kalispell,United States,48.3105011,-114.2559967,America/Denver,A
FCM,Flying Cloud Airport,Eden Prairie,United States,44.82720184,-93.45709991,America/Chicago,A
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,Europe/Rome,E
FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,14.5909996,-61.00320053,America/Martinique,U
FDO,San Fernando Airport,San Fernando,Argentina,-34.4532,-58.5896,America/Buenos_Aires,N
FDY,Findlay Airport,Findley,United States,41.01350021,-83.66870117,America/New_York,U
FEL,Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,48.205555,11.266944,Europe/Berlin,E
FET,Fremont Municipal Airport,Fremont,United States,41.44910049,-96.52020264,-,A
FFA,First Flight Airport,Kill Devil Hills,United States,36.01819992,-75.6713028,America/New_York,A
FFO,Wright-Patterson Air Force Base,Dayton,United States,39.8260994,-84.0483017,America/New_York,A
FFU,Futaleufú Airport,Futaleufu,Chile,-43.18920135,-71.85109711,America/Santiago,S
FGU,Fangatau Airport,Fangatau,French Polynesia,-15.81989956,-140.8869934,Pacific/Tahiti,U
FIE,Fair Isle Airport,Fair Isle,United Kingdom,59.53580093,-1.628059983,Europe/London,E
FIH,Ndjili International Airport,Kinshasa,Congo (Kinshasa),-4.38575,15.4446,Africa/Kinshasa,N
FIZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,-18.18190002,125.5589981,Australia/Perth,U
FKB,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,48.77939987,8.080499649,Europe/Berlin,E
FKJ,Fukui Airport,Fukui,Japan,36.14279938,136.223999,Asia/Tokyo,U
FKQ,Fakfak Airport,Fak Fak,Indonesia,-2.920190096,132.2669983,Asia/Jayapura,N
FLA,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,1.58919,-75.5644,America/Bogota,U
FLD,Fond du Lac County Airport,Fond du Lac,United States,43.77119827,-88.48840332,America/Chicago,A
FLG,Flagstaff Pulliam Airport,Flagstaff,United States,35.13850021,-111.6709976,America/Phoenix,N
FLN,Hercílio Luz International Airport,Florianopolis,Brazil,-27.67027855,-48.55250168,America/Sao_Paulo,S
FLP,Marion County Regional Airport,Flippin,United States,36.29090118,-92.59030151,-,A
FLS,Flinders Island Airport,Flinders Island,Australia,-40.09170151,147.9929962,Australia/Melbourne,O
FLW,Flores Airport,Flores,Portugal,39.45529938,-31.13139915,Atlantic/Azores,E
FMA,Formosa Airport,Formosa,Argentina,-26.2127,-58.2281,America/Cordoba,N
FMH,Cape Cod Coast Guard Air Station,Falmouth,United States,41.65840149,-70.52140045,America/New_York,A
FMM,Memmingen Allgau Airport,Memmingen,Germany,47.98880005,10.23950005,Europe/Berlin,E
FMO,Münster Osnabrück Airport,Munster,Germany,52.13460159,7.684830189,Europe/Berlin,E
FNA,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955,Africa/Freetown,N
FNC,Madeira Airport,Funchal,Portugal,32.697899,-16.7745,Europe/Lisbon,E
FNJ,Pyongyang Sunan International Airport,Pyongyang,North Korea,39.224098,125.669998,Asia/Pyongyang,U
FNR,Funter Bay Seaplane Base,Funter Bay,United States,58.25439835,-134.897995,America/Anchorage,A
FNU,Oristano-Fenosu Airport,Oristano,Italy,39.895308,8.642661,Europe/Rome,E
FOD,Fort Dodge Regional Airport,Fort Dodge,United States,42.55149841,-94.19259644,America/Chicago,A
FOG,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,41.432899,15.535,Europe/Rome,E
FOM,Foumban Nkounja Airport,Foumban,Cameroon,5.636919975,10.75080013,Africa/Douala,N
FOR,Pinto Martins International Airport,Fortaleza,Brazil,-3.776279926,-38.5326004,America/Fortaleza,S
FPO,Grand Bahama International Airport,Freeport,Bahamas,26.55870056,-78.69560242,America/Nassau,U
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Europe/Berlin,E
FRC,Tenente Lund Pressoto Airport,Franca,Brazil,-20.592199,-47.3829,America/Sao_Paulo,S
FRE,Fera/Maringe Airport,Fera Island,Solomon Islands,-8.1075,159.576996,Pacific/Guadalcanal,U
FRI,Marshall Army Air Field,Fort Riley,United States,39.05530167,-96.76450348,America/Chicago,A
FRL,Forlì Airport,Forli,Italy,44.194801,12.0701,Europe/Rome,E
FRO,Florø Airport,Floro,Norway,61.58359909,5.024720192,Europe/Oslo,E
FRU,Manas International Airport,Bishkek,Kyrgyzstan,43.06129837,74.4776001,Asia/Bishkek,U
FRY,Eastern Slopes Regional Airport,Fryeburg,United States,43.99110031,-70.94789886,America/New_York,A
FSC,Figari Sud-Corse Airport,Figari,France,41.50059891,9.097780228,Europe/Paris,E
FSI,Henry Post Army Air Field (Fort Sill),Fort Sill,United States,34.64979935,-98.40219879,America/Chicago,A
FSP,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,46.76290131,-56.17309952,America/Miquelon,U
FST,Fort Stockton Pecos County Airport,Fort Stockton,United States,30.91570091,-102.9160004,America/Chicago,A
FTE,El Calafate Airport,El Calafate,Argentina,-50.2803,-72.053101,America/Argentina/Rio_Gallegos,N
FTK,Godman Army Air Field,Fort Knox,United States,37.90710068,-85.9720993,America/New_York,A
FTW,Fort Worth Meacham International Airport,Fort Worth,United States,32.819801,-97.362396,America/Chicago,A
FTY,Fulton County Airport Brown Field,Atlanta,United States,33.77909851,-84.52140045,America/New_York,A
FUG,Fuyang Xiguan Airport,Fuyang,China,32.882157,115.734364,Asia/Shanghai,U
FUK,Fukuoka Airport,Fukuoka,Japan,33.58589935,130.451004,Asia/Tokyo,U
FUN,Funafuti International Airport,Funafuti,Tuvalu,-8.525,179.195999,Pacific/Funafuti,U
FUT,Pointe Vele Airport,Futuna Island,Wallis and Futuna,-14.31140041,-178.0659943,Pacific/Wallis,U
